"seqnames"	"start"	"end"	"width"	"strand"	"peakName"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr2"	9884325	9884661	337	"*"	"peak37576"	"Promoter (<=1kb)"	2	9861889	9883411	21523	2	"Gata3"	"NM_008091"	-914
"chr2"	11176854	11177050	197	"*"	"peak37613"	"Promoter (<=1kb)"	2	11177193	11306037	128845	1	"Prkcq"	"NM_008859"	-143
"chr2"	12487773	12488141	369	"*"	"peak37666"	"Distal Intergenic"	2	12361597	12424271	62675	2	"Mindy3"	"NM_001355535"	-63502
"chr2"	14060397	14060546	150	"*"	"peak37707"	"Exon (NM_001012396/Hacd1, exon 1 of 6)"	2	14031642	14060846	29205	2	"Hacd1"	"NM_001012396"	300
"chr2"	14078834	14079173	340	"*"	"peak37709"	"Promoter (<=1kb)"	2	14078911	14153141	74231	1	"Stam"	"NM_001356337"	0
"chr2"	15059600	15060230	631	"*"	"peak37734"	"Promoter (<=1kb)"	2	15060131	15087267	27137	1	"Arl5b"	"NM_029466"	0
"chr2"	18676873	18677428	556	"*"	"peak37791"	"Promoter (<=1kb)"	2	18677246	18681042	3797	1	"Commd3"	"NM_147778"	0
"chr2"	18771613	18772073	461	"*"	"peak37795"	"Distal Intergenic"	2	18747520	18765673	18154	2	"Gm3363"	"NR_126079"	-5940
"chr2"	18772146	18772319	174	"*"	"peak37796"	"Distal Intergenic"	2	18747520	18765673	18154	2	"Gm3363"	"NR_126079"	-6473
"chr2"	24864964	24865404	441	"*"	"peak37957"	"Promoter (<=1kb)"	2	24862482	24865110	2629	2	"Mrpl41"	"NM_001031808"	0
"chr2"	25222310	25222800	491	"*"	"peak37988"	"Promoter (<=1kb)"	2	25217462	25222583	5122	2	"AA543186"	"NR_027448"	0
"chr2"	26335190	26335681	492	"*"	"peak38054"	"Promoter (<=1kb)"	2	26299443	26335228	35786	2	"Sec16a"	"NM_153125"	0
"chr2"	26536894	26537241	348	"*"	"peak38065"	"Distal Intergenic"	2	26527188	26530256	3069	2	"Snhg7"	"NR_024068"	-6638
"chr2"	30014496	30014650	155	"*"	"peak38272"	"Promoter (<=1kb)"	2	29987295	30014623	27329	2	"Zer1"	"NM_001290503"	0
"chr2"	34296718	34296948	231	"*"	"peak38528"	"Promoter (<=1kb)"	2	34296783	34514970	218188	1	"Mapkap1"	"NM_001290625"	0
"chr2"	35022071	35022304	234	"*"	"peak38561"	"Promoter (<=1kb)"	2	35022228	35068834	46607	1	"Cntrl"	"NM_001379275"	0
"chr2"	35090929	35091312	384	"*"	"peak38564"	"Promoter (<=1kb)"	2	35070217	35091132	20916	2	"Rab14"	"NM_026697"	0
"chr2"	37312918	37313160	243	"*"	"peak38641"	"Promoter (<=1kb)"	2	37260081	37312915	52835	2	"Rc3h2"	"NM_001290642"	-3
"chr2"	37333139	37333367	229	"*"	"peak38643"	"Promoter (<=1kb)"	2	37333297	37434974	101678	1	"Rabgap1"	"NM_001362957"	0
"chr2"	38533918	38534067	150	"*"	"peak38677"	"Promoter (<=1kb)"	2	38478058	38533918	55861	2	"Psmb7"	"NM_011187"	0
"chr2"	38713116	38713331	216	"*"	"peak38686"	"Intron (NM_010264/Nr6a1, intron 3 of 10)"	2	38742747	38742822	76	1	"Mir181a-2"	"NR_029568"	-29416
"chr2"	38955271	38955773	503	"*"	"peak38702"	"Promoter (<=1kb)"	2	38906168	38955553	49386	2	"Golga1"	"NM_001290649"	0
"chr2"	44816716	44817495	780	"*"	"peak38732"	"Promoter (<=1kb)"	2	44454424	44817248	362825	2	"Gtdc1"	"NM_001362987"	0
"chr2"	48839153	48839613	461	"*"	"peak38749"	"Promoter (<=1kb)"	2	48839520	49207081	367562	1	"Mbd5"	"NM_029924"	0
"chr2"	49341968	49342319	352	"*"	"peak38757"	"Exon (NM_172663/Epc2, exon 1 of 14)"	2	49341498	49441621	100124	1	"Epc2"	"NM_172663"	470
"chr2"	52314849	52315052	204	"*"	"peak38835"	"Promoter (<=1kb)"	2	52315024	52324002	8979	1	"A430018G15Rik"	"NR_165460"	0
"chr2"	52340754	52340943	190	"*"	"peak38836"	"Intron (NM_001285427/Cacnb4, intron 11 of 13)"	2	52315024	52324901	9878	1	"A430018G15Rik"	"NR_165461"	25730
"chr2"	52586354	52586544	191	"*"	"peak38850"	"Exon (NR_166060/Gm46741, exon 3 of 3)"	2	52584588	52589153	4566	2	"Gm46741"	"NR_166060"	2609
"chr2"	52631896	52632546	651	"*"	"peak38852"	"Promoter (<=1kb)"	2	52582218	52632161	49944	2	"Stam2"	"NM_019667"	0
"chr2"	53081625	53082386	762	"*"	"peak38868"	"Promoter (<=1kb)"	2	53082096	53109233	27138	1	"Arl6ip6"	"NM_022989"	0
"chr2"	58991804	58991997	194	"*"	"peak38929"	"Promoter (<=1kb)"	2	58992213	59185549	193337	1	"Pkp4"	"NM_001362996"	-216
"chr2"	62250539	62250767	229	"*"	"peak39019"	"Distal Intergenic"	2	62163567	62242575	79009	2	"Dpp4"	"NM_001159543"	-7964
"chr2"	66086746	66087459	714	"*"	"peak39056"	"Promoter (<=1kb)"	2	66014671	66086961	72291	2	"Ttc21b"	"NM_001047604"	0
"chr2"	68691616	68691991	376	"*"	"peak39085"	"Promoter (<=1kb)"	2	68691785	68944627	252843	1	"Cers6"	"NM_001347161"	0
"chr2"	68729770	68729930	161	"*"	"peak39089"	"Intron (NM_001347161/Cers6, intron 1 of 10)"	2	68691785	68944627	252843	1	"Cers6"	"NM_172856"	37985
"chr2"	69036425	69036773	349	"*"	"peak39105"	"Promoter (<=1kb)"	2	69024239	69036557	12319	2	"Spc25"	"NM_001199123"	0
"chr2"	71041918	71042362	445	"*"	"peak39183"	"Promoter (<=1kb)"	2	71042050	71093646	51597	1	"Dync1i2"	"NM_001198872"	0
"chr2"	71204802	71205088	287	"*"	"peak39191"	"Distal Intergenic"	2	71104614	71198099	93486	2	"Slc25a12"	"NM_172436"	-6703
"chr2"	71703154	71703980	827	"*"	"peak39215"	"Promoter (<=1kb)"	2	71703568	71734202	30635	1	"Pdk1"	"NM_172665"	0
"chr2"	74409191	74409494	304	"*"	"peak39318"	"Promoter (<=1kb)"	2	74409388	74414818	5431	1	"4930445N08Rik"	"NR_166470"	0
"chr2"	75582494	75582715	222	"*"	"peak39364"	"Distal Intergenic"	2	75521396	75535007	13612	2	"Nfe2l2"	"NR_132727"	-47487
"chr2"	75853695	75853864	170	"*"	"peak39374"	"Intron (NM_001081033/Pde11a, intron 17 of 19)"	2	75809450	75812311	2862	2	"Ttc30a1"	"NM_030188"	-41384
"chr2"	77776462	77776814	353	"*"	"peak39434"	"Promoter (<=1kb)"	2	77711503	77776700	65198	2	"Cwc22"	"NM_001362664"	0
"chr2"	83554582	83554840	259	"*"	"peak39470"	"Promoter (<=1kb)"	2	83554741	83637261	82521	1	"Itgav"	"NM_008402"	0
"chr2"	84465962	84466372	411	"*"	"peak39482"	"Intron (NM_001355065/Ctnnd1, intron 1 of 18)"	2	84431125	84479824	48700	2	"Ctnnd1"	"NM_001355065"	13452
"chr2"	84501014	84501321	308	"*"	"peak39485"	"Promoter (<=1kb)"	2	84499559	84501052	1494	2	"Selenoh"	"NM_001033166"	0
"chr2"	84545404	84546180	777	"*"	"peak39488"	"Promoter (<=1kb)"	2	84518264	84545508	27245	2	"Zdhhc5"	"NM_144887"	0
"chr2"	90575486	90575989	504	"*"	"peak39555"	"Promoter (<=1kb)"	2	90575902	90611364	35463	1	"Fnbp4"	"NM_018828"	0
"chr2"	90900542	90901071	530	"*"	"peak39567"	"Promoter (<=1kb)"	2	90900696	90901968	1273	1	"Gm39874"	"NR_166131"	0
"chr2"	91067149	91067700	552	"*"	"peak39575"	"Promoter (<=1kb)"	2	91067491	91068702	1212	1	"A330069E16Rik"	"NR_015464"	0
"chr2"	103591200	103591805	606	"*"	"peak39851"	"Promoter (<=1kb)"	2	103551603	103591615	40013	2	"Nat10"	"NM_153126"	0
"chr2"	104390723	104390907	185	"*"	"peak39891"	"Intron (NR_040322/Platr14, intron 2 of 3)"	2	104389804	104398575	8772	1	"Platr14"	"NR_040323"	919
"chr2"	104420452	104420890	439	"*"	"peak39893"	"Promoter (<=1kb)"	2	104420829	104439774	18946	1	"Cstf3"	"NM_001037326"	0
"chr2"	104647265	104647637	373	"*"	"peak39899"	"Promoter (<=1kb)"	2	104585138	104647041	61904	2	"Qser1"	"NM_001123327"	-224
"chr2"	109110952	109111258	307	"*"	"peak39956"	"Promoter (<=1kb)"	2	109111083	109172091	61009	1	"Kif18a"	"NM_139303"	0
"chr2"	118218816	118219463	648	"*"	"peak40107"	"Promoter (<=1kb)"	2	118219098	118305715	86618	1	"Eif2ak4"	"NM_001355383"	0
"chr2"	119039236	119039578	343	"*"	"peak40160"	"Promoter (<=1kb)"	2	119002981	119039276	36296	2	"Dnajc17"	"NM_139139"	0
"chr2"	119424563	119425175	613	"*"	"peak40179"	"Promoter (<=1kb)"	2	119424777	119431225	6449	1	"Oip5os1"	"NR_015473"	0
"chr2"	119448725	119449226	502	"*"	"peak40180"	"Promoter (<=1kb)"	2	119448779	119480641	31863	1	"Nusap1"	"NM_001042652"	0
"chr2"	119727595	119728107	513	"*"	"peak40192"	"Promoter (<=1kb)"	2	119727709	119800062	72354	1	"Mga"	"NM_001164274"	0
"chr2"	119802673	119802975	303	"*"	"peak40193"	"Promoter (<=1kb)"	2	119803180	119857884	54705	1	"Mapkbp1"	"NM_001355293"	-205
"chr2"	119984994	119985337	344	"*"	"peak40200"	"Promoter (<=1kb)"	2	119919968	119985056	65089	2	"Ehd4"	"NM_133838"	0
"chr2"	120234529	120234739	211	"*"	"peak40219"	"Promoter (<=1kb)"	2	120185790	120234597	48808	2	"Tmem87a"	"NM_001110496"	0
"chr2"	120561691	120562323	633	"*"	"peak40234"	"Promoter (<=1kb)"	2	120546635	120561998	15364	2	"Cdan1"	"NM_026891"	0
"chr2"	120680845	120681278	434	"*"	"peak40239"	"Promoter (<=1kb)"	2	120681137	120697171	16035	1	"AV039307"	"NR_038349"	0
"chr2"	120970564	120971185	622	"*"	"peak40256"	"Promoter (<=1kb)"	2	120970909	120987161	16253	1	"Adal"	"NM_001290811"	0
"chr2"	121101841	121102103	263	"*"	"peak40261"	"Promoter (<=1kb)"	2	121025316	121101888	76573	2	"Trp53bp1"	"NM_001290830"	0
"chr2"	121948490	121949063	574	"*"	"peak40294"	"Promoter (<=1kb)"	2	121884007	121948867	64861	2	"Spg11"	"NM_145531"	0
"chr2"	124904948	124905119	172	"*"	"peak40358"	"Distal Intergenic"	2	124910047	124930597	20551	1	"Slc24a5"	"NM_175034"	-4928
"chr2"	125700669	125701186	518	"*"	"peak40397"	"Promoter (<=1kb)"	2	125672222	125701002	28781	2	"Cops2"	"NM_001285507"	0
"chr2"	126548984	126549354	371	"*"	"peak40419"	"Promoter (<=1kb)"	2	126549248	126601234	51987	1	"Usp8"	"NM_001252580"	0
"chr2"	127089617	127089922	306	"*"	"peak40438"	"Promoter (<=1kb)"	2	127082858	127089736	6879	2	"Ciao1"	"NM_025296"	0
"chr2"	127869762	127869958	197	"*"	"peak40472"	"Intron (NM_028765/Acoxl, intron 12 of 17)"	2	127967958	127973418	5461	1	"Bcl2l11"	"NM_001291016"	-98000
"chr2"	128785885	128786048	164	"*"	"peak40518"	"Promoter (<=1kb)"	2	128768188	128785940	17753	2	"Zc3h8"	"NM_020594"	0
"chr2"	128808974	128809371	398	"*"	"peak40519"	"Promoter (<=1kb)"	2	128809322	128860483	51162	1	"Zc3h6"	"NM_178404"	0
"chr2"	130116093	130116475	383	"*"	"peak40591"	"Promoter (<=1kb)"	2	130116332	130121233	4902	1	"Nop56"	"NM_024193"	0
"chr2"	131104160	131104501	342	"*"	"peak40634"	"Promoter (<=1kb)"	2	131104420	131125357	20938	1	"Pank2"	"NM_001355679"	0
"chr2"	132095019	132095334	316	"*"	"peak40682"	"Promoter (<=1kb)"	2	132091206	132095100	3895	2	"Pcna"	"NM_011045"	0
"chr2"	132657845	132658157	313	"*"	"peak40708"	"Promoter (<=1kb)"	2	132658061	132686108	28048	1	"Mcm8"	"NM_001291054"	0
"chr2"	132688391	132688715	325	"*"	"peak40709"	"Promoter (<=1kb)"	2	132688586	132708688	20103	1	"Crls1"	"NM_001024385"	0
"chr2"	134485525	134486293	769	"*"	"peak40742"	"Promoter (<=1kb)"	2	134436426	134486041	49616	2	"Tmx4"	"NM_029148"	0
"chr2"	136732988	136733611	624	"*"	"peak40781"	"Promoter (<=1kb)"	2	136715701	136733326	17626	2	"Mkks"	"NM_001141946"	0
"chr2"	138098297	138098712	416	"*"	"peak40794"	"Promoter (<=1kb)"	2	138098504	138129342	30839	1	"Btbd3"	"NM_001025431"	0
"chr2"	139908257	139908879	623	"*"	"peak40809"	"Promoter (<=1kb)"	2	139675399	139908725	233327	2	"Tasp1"	"NM_001159640"	0
"chr2"	140237005	140237459	455	"*"	"peak40818"	"Promoter (<=1kb)"	2	140237350	142231970	1994621	1	"Macrod2"	"NM_001013802"	0
"chr2"	144112479	144113007	529	"*"	"peak40872"	"Promoter (<=1kb)"	2	144112824	144123147	10324	1	"Mgme1"	"NM_001289630"	0
"chr2"	144369313	144369748	436	"*"	"peak40885"	"Promoter (<=1kb)"	2	144312475	144369334	56860	2	"Dzank1"	"NM_001360361"	0
"chr2"	144520558	144520723	166	"*"	"peak40893"	"Intron (NM_025314/Dtd1, intron 4 of 5)"	2	144441873	144610667	168795	1	"Dtd1"	"NM_025314"	78685
"chr2"	149935404	149935577	174	"*"	"peak41037"	"Distal Intergenic"	2	149956327	149978598	22272	2	"Zfp120"	"NM_023266"	43021
"chr2"	150746530	150747061	532	"*"	"peak41055"	"Promoter (<=1kb)"	2	150674435	150746651	72217	2	"Abhd12"	"NM_001356549"	0
"chr2"	150881196	150881554	359	"*"	"peak41065"	"Promoter (<=1kb)"	2	150871605	150881299	9695	2	"Nanp"	"NM_026086"	0
"chr2"	151335967	151336284	318	"*"	"peak41068"	"Promoter (<=1kb)"	2	151336102	151353230	17129	1	"Nsfl1c"	"NM_001291074"	0
"chr2"	154278058	154278426	369	"*"	"peak41243"	"Promoter (<=1kb)"	2	154278404	154381276	102873	1	"Cbfa2t2"	"NM_001285446"	0
"chr2"	155359679	155360022	344	"*"	"peak41294"	"Promoter (<=1kb)"	2	155359963	155404663	44701	1	"Acss2"	"NM_019811"	0
"chr2"	155534228	155534482	255	"*"	"peak41302"	"Promoter (<=1kb)"	2	155476197	155534304	58108	2	"Trpc4ap"	"NM_001163452"	0
"chr2"	155798084	155798489	406	"*"	"peak41320"	"Promoter (<=1kb)"	2	155798478	155840820	42343	1	"Cep250"	"NM_001129999"	0
"chr2"	157579209	157579475	267	"*"	"peak41429"	"Promoter (<=1kb)"	2	157579321	157733823	154503	1	"Ctnnbl1"	"NM_025680"	0
"chr2"	160461870	160462089	220	"*"	"peak41536"	"Promoter (<=1kb)"	2	160446278	160461987	15710	2	"LOC115489488"	"NR_168354"	0
"chr2"	160487498	160487994	497	"*"	"peak41540"	"Promoter (<=1kb)"	2	160487817	160564683	76867	1	"Top1"	"NM_009408"	0
"chr2"	163261350	163261851	502	"*"	"peak41640"	"Promoter (<=1kb)"	2	163261691	163262281	591	1	"2900093K20Rik"	"NR_151490"	0
"chr2"	163314470	163314746	277	"*"	"peak41643"	"Promoter (<=1kb)"	2	163310623	163314549	3927	2	"Fitm2"	"NM_173397"	0
"chr2"	163915882	163916112	231	"*"	"peak41689"	"Promoter (<=1kb)"	2	163916058	163997444	81387	1	"Stk4"	"NM_021420"	0
"chr2"	166747791	166748532	742	"*"	"peak41885"	"Promoter (<=1kb)"	2	166748016	166788309	40294	1	"Cse1l"	"NM_023565"	0
"chr2"	171215768	171215946	179	"*"	"peak42216"	"Distal Intergenic"	2	171798799	171804719	5921	2	"1700028P15Rik"	"NR_040509"	588773
"chr2"	178535757	178535909	153	"*"	"peak42491"	"Distal Intergenic"	2	178492416	178492760	345	1	"Gm35888"	"NR_168312"	43341
"chr2"	179760766	179761255	490	"*"	"peak42582"	"Promoter (<=1kb)"	2	179761099	179804475	43377	1	"Osbpl2"	"NM_144500"	0
"chr2"	179898834	179899276	443	"*"	"peak42592"	"Promoter (<=1kb)"	2	179899172	179900237	1066	1	"Rps21"	"NM_001355517"	0
"chr2"	181138755	181139083	329	"*"	"peak42672"	"Promoter (<=1kb)"	2	181138935	181159755	20821	1	"Tpd52l2"	"NM_001291197"	0
"chr2"	181242768	181243233	466	"*"	"peak42677"	"Promoter (<=1kb)"	2	181243112	181297454	54343	1	"Prpf6"	"NM_133701"	0
"chr3"	7431414	7431813	400	"*"	"peak42730"	"Promoter (<=1kb)"	3	7431664	7510425	78762	1	"Pkia"	"NM_008862"	0
"chr3"	7568174	7568602	429	"*"	"peak42733"	"Promoter (<=1kb)"	3	7568486	7618908	50423	1	"Zc2hc1a"	"NM_173181"	0
"chr3"	8716547	8716696	150	"*"	"peak42748"	"Distal Intergenic"	3	8728419	8732098	3680	2	"Hey1"	"NM_010423"	15402
"chr3"	9187711	9187912	202	"*"	"peak42781"	"Distal Intergenic"	3	9127024	9136136	9113	1	"4930539M17Rik"	"NR_040597"	60687
"chr3"	9314763	9315093	331	"*"	"peak42793"	"Promoter (<=1kb)"	3	9315627	9350392	34766	1	"Zbtb10"	"NM_177660"	-534
"chr3"	10416331	10416670	340	"*"	"peak42852"	"Promoter (<=1kb)"	3	10405016	10416377	11362	2	"Zfand1"	"NM_001331013"	0
"chr3"	16237092	16237502	411	"*"	"peak42882"	"Promoter (<=1kb)"	3	16237329	16271201	33873	1	"Ythdf3"	"NM_001145919"	0
"chr3"	19682346	19683236	891	"*"	"peak42918"	"Distal Intergenic"	3	19698624	19746748	48125	1	"Trim55"	"NM_001081281"	-15388
"chr3"	20111598	20112306	709	"*"	"peak42926"	"Promoter (<=1kb)"	3	20111975	20172655	60681	1	"Hltf"	"NM_001355097"	0
"chr3"	27765357	27765591	235	"*"	"peak43022"	"Promoter (<=1kb)"	3	27470284	27764601	294318	2	"Fndc3b"	"NM_173182"	-756
"chr3"	27821269	27821436	168	"*"	"peak43029"	"Distal Intergenic"	3	27470284	27764601	294318	2	"Fndc3b"	"NM_173182"	-56668
"chr3"	31049515	31049710	196	"*"	"peak43119"	"Promoter (<=1kb)"	3	31049920	31106889	56970	1	"Prkci"	"NM_008857"	-210
"chr3"	32583456	32583883	428	"*"	"peak43174"	"Promoter (<=1kb)"	3	32583631	32633374	49744	1	"Mfn1"	"NM_024200"	0
"chr3"	33853657	33854578	922	"*"	"peak43218"	"Promoter (<=1kb)"	3	33854332	33869009	14678	1	"Ttc14"	"NM_001290500"	0
"chr3"	34135372	34135603	232	"*"	"peak43226"	"Promoter (<=1kb)"	3	34111429	34135503	24075	2	"Dnajc19"	"NM_001026211"	0
"chr3"	36054392	36054978	587	"*"	"peak43301"	"Promoter (<=1kb)"	3	36013456	36054827	41372	2	"Mccc1"	"NM_023644"	0
"chr3"	36120089	36120437	349	"*"	"peak43302"	"Promoter (<=1kb)"	3	36120128	36147006	26879	1	"Acad9"	"NM_172678"	0
"chr3"	36205014	36205660	647	"*"	"peak43304"	"Promoter (<=1kb)"	3	36205229	36224490	19262	1	"Zfp267"	"NM_001101478"	0
"chr3"	36529715	36530280	566	"*"	"peak43316"	"Promoter (<=1kb)"	3	36530086	36536448	6363	1	"1810062G17Rik"	"NM_028183"	0
"chr3"	36626025	36626575	551	"*"	"peak43320"	"5' UTR"	3	36619014	36627187	8174	2	"Ccna2"	"NM_009828"	612
"chr3"	36916963	36917451	489	"*"	"peak43333"	"Promoter (<=1kb)"	3	36917255	37107182	189928	1	"4932438A13Rik"	"NM_172679"	0
"chr3"	37366298	37366910	613	"*"	"peak43346"	"Promoter (<=1kb)"	3	37366703	37375599	8897	1	"Bbs12"	"NM_001008502"	0
"chr3"	38538874	38539346	473	"*"	"peak43383"	"Promoter (<=1kb)"	3	38503408	38538999	35592	2	"Ankrd50"	"NM_001373894"	0
"chr3"	40848304	40848701	398	"*"	"peak43435"	"Promoter (<=1kb)"	3	40840293	40848539	8247	2	"6430590A07Rik"	"NR_166482"	0
"chr3"	51183445	51183799	355	"*"	"peak43522"	"Promoter (<=1kb)"	3	51184182	51185828	1647	1	"4930577N17Rik"	"NR_073429"	-383
"chr3"	51323267	51323479	213	"*"	"peak43532"	"Promoter (<=1kb)"	3	51323437	51383406	59970	1	"Naa15"	"NM_053089"	0
"chr3"	53918753	53918904	152	"*"	"peak43655"	"Distal Intergenic"	3	53832256	53850972	18717	1	"Gm31026"	"NR_166395"	86497
"chr3"	54642201	54642973	773	"*"	"peak43672"	"Promoter (<=1kb)"	3	54642960	54657216	14257	1	"Alg5"	"NM_025442"	0
"chr3"	54715137	54715345	209	"*"	"peak43675"	"Promoter (<=1kb)"	3	54710536	54715212	4677	2	"Rfxap"	"NM_133231"	0
"chr3"	63871738	63872382	645	"*"	"peak43811"	"Promoter (<=1kb)"	3	63849745	63872154	22410	2	"Slc33a1"	"NM_001272035"	0
"chr3"	65299926	65300237	312	"*"	"peak43827"	"Promoter (<=1kb)"	3	65287078	65299974	12897	2	"Ssr3"	"NM_026155"	0
"chr3"	65435176	65435959	784	"*"	"peak43832"	"Promoter (<=1kb)"	3	65435868	65462939	27072	1	"Tiparp"	"NM_178892"	0
"chr3"	65865532	65866029	498	"*"	"peak43848"	"Promoter (<=1kb)"	3	65853573	65865670	12098	2	"Ccnl1"	"NM_001355432"	0
"chr3"	65882128	65882449	322	"*"	"peak43849"	"Distal Intergenic"	3	65853573	65865670	12098	2	"Ccnl1"	"NM_019937"	-16458
"chr3"	79535844	79536685	842	"*"	"peak44029"	"Promoter (<=1kb)"	3	79536386	79540126	3741	1	"4930579G24Rik"	"NM_029482"	0
"chr3"	79614078	79614279	202	"*"	"peak44032"	"Intron (NM_212452/Rxfp1, intron 1 of 17)"	3	79548918	79645258	96341	2	"Rxfp1"	"NM_212452"	30979
"chr3"	84721522	84721985	464	"*"	"peak44122"	"Promoter (<=1kb)"	3	84717093	84721740	4648	2	"Gm35486"	"NR_165832"	0
"chr3"	85481174	85481532	359	"*"	"peak44146"	"Promoter (<=1kb)"	3	85481436	85561777	80342	1	"Gatb"	"NM_144896"	0
"chr3"	86084439	86084637	199	"*"	"peak44179"	"Distal Intergenic"	3	86045247	86049975	4729	2	"Rps3a1"	"NM_016959"	-34464
"chr3"	86131245	86132006	762	"*"	"peak44183"	"Promoter (<=1kb)"	3	86131997	86654017	522021	1	"Lrba"	"NM_001077687"	0
"chr3"	88084896	88085593	698	"*"	"peak44267"	"Promoter (<=1kb)"	3	88078867	88085092	6226	2	"1700113A16Rik"	"NR_045997"	0
"chr3"	88417005	88417609	605	"*"	"peak44296"	"Distal Intergenic"	3	88390512	88410659	20148	2	"Lmna"	"NM_001111102"	-6346
"chr3"	88592778	88593715	938	"*"	"peak44311"	"Promoter (<=1kb)"	3	88593094	88620240	27147	1	"Khdc4"	"NM_028814"	0
"chr3"	89090333	89090598	266	"*"	"peak44330"	"Promoter (<=1kb)"	3	89090450	89096598	6149	1	"Fam189b"	"NM_001014995"	0
"chr3"	89103383	89104101	719	"*"	"peak44333"	"Distal Intergenic"	3	89110235	89116180	5946	1	"Gba"	"NM_001077411"	-6134
"chr3"	89959518	89960148	631	"*"	"peak44389"	"Promoter (<=1kb)"	3	89960109	89966174	6066	1	"4933434E20Rik"	"NM_027500"	0
"chr3"	90161345	90161660	316	"*"	"peak44409"	"5' UTR"	3	90161165	90171432	10268	1	"Crtc2"	"NR_151631"	180
"chr3"	94320162	94320676	515	"*"	"peak44482"	"Promoter (<=1kb)"	3	94316696	94320262	3567	2	"1700040D17Rik"	"NR_152121"	0
"chr3"	95014074	95014427	354	"*"	"peak44524"	"Promoter (<=1kb)"	3	94965841	95014241	48401	2	"Pip5k1a"	"NM_001293707"	0
"chr3"	95495929	95496318	390	"*"	"peak44548"	"Promoter (<=1kb)"	3	95496245	95526558	30314	1	"Golph3l"	"NM_001177669"	0
"chr3"	95532027	95532779	753	"*"	"peak44549"	"Promoter (<=1kb)"	3	95532291	95537804	5514	1	"Ensa"	"NM_001026212"	0
"chr3"	95726645	95727226	582	"*"	"peak44561"	"Promoter (<=1kb)"	3	95679565	95726265	46701	2	"Rprd2"	"NM_028328"	-380
"chr3"	95763099	95763335	237	"*"	"peak44563"	"Promoter (<=1kb)"	3	95737436	95763197	25762	2	"Prpf3"	"NM_001316751"	0
"chr3"	96176813	96177077	265	"*"	"peak44597"	"Promoter (<=1kb)"	3	96177016	96177508	493	1	"H2bc18"	"NM_175666"	0
"chr3"	96407656	96407897	242	"*"	"peak44607"	"Distal Intergenic"	3	96432501	96436532	4032	1	"Hjv"	"NM_027126"	-24604
"chr3"	97674877	97675442	566	"*"	"peak44673"	"Promoter (<=1kb)"	3	97646160	97675330	29171	2	"Pde4dip"	"NM_178080"	0
"chr3"	103821504	103821962	459	"*"	"peak44891"	"5' UTR"	3	103821436	103873952	52517	1	"Rsbn1"	"NM_172684"	68
"chr3"	104127700	104128283	584	"*"	"peak44895"	"Promoter (<=1kb)"	3	103920581	104127722	207142	2	"Magi3"	"NM_001159354"	0
"chr3"	104960227	104960526	300	"*"	"peak44945"	"Promoter (<=1kb)"	3	104909231	104960269	51039	2	"Cttnbp2nl"	"NM_001163332"	0
"chr3"	108498387	108498982	596	"*"	"peak45107"	"Promoter (<=1kb)"	3	108498594	108553035	54442	1	"Wdr47"	"NM_001358053"	0
"chr3"	108629366	108629829	464	"*"	"peak45113"	"Promoter (<=1kb)"	3	108585954	108629615	43662	2	"Gpsm2"	"NM_029522"	0
"chr3"	108818993	108819229	237	"*"	"peak45124"	"Promoter (<=1kb)"	3	108810121	108819045	8925	2	"Prpf38b"	"NM_001356292"	0
"chr3"	110157345	110157702	358	"*"	"peak45153"	"Exon (NR_024139/Prmt6, exon 1 of 2)"	3	110153420	110158315	4896	2	"Prmt6"	"NR_024139"	613
"chr3"	118355952	118356262	311	"*"	"peak45229"	"Exon (NM_170778/Dpyd, exon 1 of 23)"	3	118355829	119226573	870745	1	"Dpyd"	"NM_170778"	123
"chr3"	121085199	121085802	604	"*"	"peak45261"	"Promoter (<=1kb)"	3	121085389	121156743	71355	1	"Alg14"	"NM_024178"	0
"chr3"	122067860	122068295	436	"*"	"peak45310"	"Promoter (<=1kb)"	3	122068063	122078921	10859	1	"Dnttip2"	"NM_153806"	0
"chr3"	122717760	122718053	294	"*"	"peak45338"	"Promoter (<=1kb)"	3	122718046	122719843	1798	1	"1810037I17Rik"	"NM_024461"	0
"chr3"	126737537	126737686	150	"*"	"peak45383"	"Promoter (<=1kb)"	3	126715256	126737035	21780	2	"Ank2"	"NM_001034168"	-502
"chr3"	127689882	127690129	248	"*"	"peak45413"	"Promoter (<=1kb)"	3	127663337	127689972	26636	2	"Fam241a"	"NM_027482"	0
"chr3"	130502957	130503135	179	"*"	"peak45504"	"Promoter (<=1kb)"	3	130489566	130503093	13528	2	"Ostc"	"NM_025509"	0
"chr3"	131096762	131096983	222	"*"	"peak45540"	"Promoter (<=1kb)"	3	131084140	131096876	12737	2	"Cyp2u1"	"NM_027816"	0
"chr3"	132389784	132390005	222	"*"	"peak45571"	"Promoter (<=1kb)"	3	132389905	132547449	157545	1	"Tbck"	"NM_001163455"	0
"chr3"	132797258	132797784	527	"*"	"peak45585"	"Promoter (<=1kb)"	3	132687511	132797586	110076	2	"Gstcd"	"NM_026231"	0
"chr3"	134918202	134918384	183	"*"	"peak45611"	"Promoter (<=1kb)"	3	134918324	134979301	60978	1	"Cenpe"	"NM_173762"	0
