name,Fold_change,log2FC,Pvalue,VIP,regulated
"3a,7a-Dihydroxy-5b-cholestane",0.956729378,-0.063817196,0.392330132,0.45913637,unchanged
Gemcitabine diphosphate,0.956594138,-0.064021144,0.718434687,0.186872333,unchanged
"(S,E)-Zearalenone",0.955980326,-0.064947168,0.305791933,0.531470945,unchanged
Xanthotoxol arabinoside,0.955755407,-0.065286638,0.970142393,0.000117718,unchanged
6-Deoxyfagomine,0.955652486,-0.065442003,0.706125863,0.203267965,unchanged
4-Hydroxycinnamoylagmatine,0.955042765,-0.066362759,0.228810425,0.607123513,unchanged
31-O-Demethyltacrolimus,0.954789568,-0.066745291,0.274567519,0.559976818,unchanged
"LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z))",0.954303415,-0.06748006,0.580951722,0.320285906,unchanged
Glutaminyl-Lysine,0.954282195,-0.067512141,0.185012682,0.701202028,unchanged
Pivmecillinam,0.953970693,-0.067983148,0.688782339,0.195208986,unchanged
2-(1-Methylpropyl)thiazole,0.95396396,-0.067993331,0.63151125,0.217340143,unchanged
N-Alpha-acetyllysine,0.95324903,-0.069074938,0.65677854,0.226315873,unchanged
N-Hexadecanoylpyrrolidine,0.952821639,-0.069721917,0.621376704,0.276411954,unchanged
"3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole",0.952159798,-0.070724378,0.408004958,0.391081368,unchanged
6-Deoxocastasterone,0.9518514,-0.071191732,0.303509633,0.53831432,unchanged
Cyclopassifloside VII,0.951564942,-0.071625974,0.629089744,0.236854112,unchanged
Momordicoside L,0.950663159,-0.072993842,0.762521332,0.151929435,unchanged
Isopentenyladenosine,0.950601226,-0.073087833,0.750117199,0.166058861,unchanged
N-Undecanoylglycine,0.950231056,-0.073649736,0.681985317,0.161196034,unchanged
Hexyl dodecanoate,0.95016258,-0.073753705,0.441575065,0.401350029,unchanged
N-Acetyl-b-glucosaminylamine,0.950075064,-0.073886592,0.182653627,0.682970325,unchanged
3-Sulfodeoxycholic acid,0.949893491,-0.074162337,0.669373515,0.17722722,unchanged
Threoninyl-Methionine,0.949599897,-0.074608316,0.785274594,0.165094873,unchanged
2-Hydroxyadipic acid,0.949511263,-0.074742981,0.143318885,0.746289492,unchanged
"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol",0.949134936,-0.075314889,0.757143147,0.160627717,unchanged
Vitamin A,0.949053009,-0.075439424,0.469245198,0.293631614,unchanged
Serinyl-Tryptophan,0.948979363,-0.07555138,0.391575488,0.450199734,unchanged
3-Hydroxynonyl acetate,0.948979174,-0.075551669,0.898047019,0.031093224,unchanged
"(3E,5Z)-1,3,5-Heptatriene",0.948752707,-0.075895998,0.303110845,0.511111542,unchanged
5-Tetradecenoic acid,0.948637314,-0.076071478,0.538478126,0.304261754,unchanged
"2,3-Diacetoxypropyl stearate",0.948516101,-0.076255831,0.331164847,0.479394614,unchanged
Histidinal,0.948466089,-0.076331902,0.155348968,0.716447665,unchanged
Sanguisorbic acid dilactone,0.947890441,-0.077207776,0.238240405,0.617767437,unchanged
"5,8-Dihydroxy-3-(4-hydroxybenzyl)-7-methoxy-4-chromanone",0.947285068,-0.078129452,0.566509697,0.345084874,unchanged
Licorice glycoside B,0.947119566,-0.07838153,0.728612864,0.153722305,unchanged
Asparaginyl-Cysteine,0.947105601,-0.078402801,0.224007908,0.628278942,unchanged
Cyclacillin,0.946987257,-0.078583083,0.071125675,0.876320423,unchanged
Amphibine H,0.946971507,-0.078607077,0.312272849,0.457779267,unchanged
Phenylpyruvic acid,0.946481311,-0.079354076,0.27082197,0.562184252,unchanged
L-Oxalylalbizziine,0.946375575,-0.079515256,0.134155133,0.756271027,unchanged
Isoetharine,0.946367676,-0.079527297,0.465313039,0.331919126,unchanged
24-Hydroxycalcitriol,0.945934398,-0.080187961,0.705663582,0.191190635,unchanged
Prolylhydroxyproline,0.945702957,-0.080540987,0.360304798,0.435781605,unchanged
17-Hydroxypregnenolone sulfate,0.945630239,-0.080651924,0.347596987,0.443428829,unchanged
Tauroursodeoxycholic acid,0.94552675,-0.080809821,0.880273141,0.052089451,unchanged
"3-Hydroxyadipic acid 3,6-lactone",0.94548932,-0.080866933,0.115381433,0.764268405,unchanged
Kynurenic acid,0.945374105,-0.081042746,0.785137725,0.169312964,unchanged
Centellasaponin B,0.945219141,-0.081279251,0.118481261,0.708386612,unchanged
Neopetasitenine,0.945162294,-0.081366019,0.605689444,0.279259148,unchanged
Stearidonic acid,0.945056273,-0.081527858,0.738283929,0.108052092,unchanged
ponasterone A,0.945033515,-0.081562601,0.559152745,0.313787733,unchanged
3'-N'-Acetylfusarochromanone,0.944847524,-0.081846564,0.748572059,0.218583184,unchanged
Ganglioside GM3 (d18:1/16:0),0.944348376,-0.082608918,0.406778864,0.390812451,unchanged
Cystathionine sulfoxide,0.944201254,-0.082833696,0.342896029,0.465236353,unchanged
"LysoPC(18:2(9Z,12Z))",0.944185937,-0.0828571,0.411317968,0.431133515,unchanged
Prunasin,0.94405387,-0.08305891,0.684454732,0.211113517,unchanged
N-Despropyl-rotigotine,0.944027465,-0.083099262,0.912711011,0.053424778,unchanged
Uracil,0.943975003,-0.083179439,0.828215646,0.135979167,unchanged
SM(d18:0/12:0),0.943899733,-0.083294479,0.636609384,0.208526627,unchanged
Glyceryl 5-hydroxydecanoate,0.943819679,-0.083416842,0.590270464,0.234398949,unchanged
Pipecolic acid,0.943181184,-0.084393157,0.759640706,0.180038309,unchanged
Tangeraxanthin,0.94289304,-0.084833971,0.428283314,0.443178624,unchanged
Methionyl-Hydroxyproline,0.942813417,-0.084955805,0.646403509,0.228321197,unchanged
Galactosylhydroxylysine,0.942620326,-0.085251304,0.785912248,0.115130882,unchanged
"2-Amino-3,4,8-trimethyl-3H-imidazo[4,5-f]quinoxaline",0.942399827,-0.085588821,0.127965959,0.756184945,unchanged
DG(18:2n6/0:0/22:4n6),0.942238703,-0.085835503,0.856154727,0.058618303,unchanged
Glycerophosphocholine,0.941783692,-0.086532353,0.242452552,0.536853905,unchanged
"(R)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid",0.941600922,-0.086812362,0.778147163,0.159054757,unchanged
Enoxacin,0.941590708,-0.086828011,0.757151264,0.116303383,unchanged
Cincassiol B,0.941390166,-0.087135313,0.047217356,0.936289717,unchanged
Ganosporelactone B,0.941387949,-0.087138709,0.255945243,0.594014626,unchanged
Mangalkanyl glucoside,0.941371774,-0.0871635,0.711279433,0.161908921,unchanged
Chenodeoxycholic acid 3-sulfate,0.941288259,-0.087291496,0.917410337,0.039960322,unchanged
"26-(2-Glucosyl-6-acetylglucosyl]-1,3,11,22-tetrahydroxyergosta-5,24-dien-26-oate",0.940667796,-0.088242781,0.454915409,0.321389179,unchanged
Hexobarbital,0.939901537,-0.089418465,0.613132176,0.264896184,unchanged
"Cholesta-4,6-dien-3-one",0.939872442,-0.089463125,0.679420333,0.180968137,unchanged
beta-D-Glucosyloxydestruxin B,0.939437199,-0.090131374,0.640650102,0.212934783,unchanged
"9,10-DiHOME",0.939337714,-0.090284161,0.846564254,0.107245398,unchanged
Theaflagallin,0.938133191,-0.092135331,0.176769997,0.70716672,unchanged
Sclareapinone,0.937806669,-0.092637557,0.07329136,0.862679913,unchanged
Geranylgeraniol,0.937539645,-0.093048397,0.181902488,0.655783368,unchanged
"MG(0:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",0.937211191,-0.093553914,0.601539639,0.23488164,unchanged
Soyasapogenol D,0.936994888,-0.093886918,0.721739177,0.14344994,unchanged
Dipivefrin,0.936795116,-0.094194541,0.666001652,0.181927432,unchanged
Irinotecan,0.936640952,-0.094431978,0.137377549,0.696761466,unchanged
Deoxyuridine,0.936319386,-0.094927367,0.535267076,0.320511665,unchanged
Metabolite M6,0.935860303,-0.095634902,0.829550569,0.079726198,unchanged
Palmitoylglycine,0.935815252,-0.095704353,0.887484341,0.04636275,unchanged
"5-(8,11-Pentadecadienyl)-1,3-benzenediol",0.935761469,-0.09578727,0.475246306,0.354756818,unchanged
Sirolimus,0.935748883,-0.095806674,0.685047476,0.242242206,unchanged
Kanzonol V,0.935745837,-0.09581137,0.415753954,0.375801172,unchanged
Asteltoxin,0.935071721,-0.09685107,0.421530788,0.381215156,unchanged
2-Mercapto-2-methyl-1-pentanol,0.934977573,-0.096996335,0.826137591,0.128597104,unchanged
L-beta-aspartyl-L-threonine,0.934903631,-0.097110434,0.797445895,0.119471915,unchanged
"(2S,4S)-Monatin",0.934469195,-0.097780989,0.038375134,0.969199655,unchanged
Avocadenofuran,0.933896273,-0.098665775,0.773755506,0.137009532,unchanged
N-Linoleoyl GABA,0.933610762,-0.099106903,0.586256645,0.251012959,unchanged
7-Ketocholesterol,0.932925921,-0.100165566,0.772120995,0.122833738,unchanged
Glutaminyl-Glutamate,0.932837892,-0.100301703,0.303678631,0.579502733,unchanged
Araliasaponin III,0.932080339,-0.101473785,0.383636628,0.458292279,unchanged
Azaspiracid 5,0.930833019,-0.103405707,0.381001116,0.438144176,unchanged
Petasinine,0.930828034,-0.103413434,0.779519746,0.120969917,unchanged
Lamivudine sulfoxide,0.930614904,-0.103743803,0.17399196,0.675030185,unchanged
4-Hydroxyphenylpyruvic acid,0.930216492,-0.104361576,0.530919874,0.324494609,unchanged
"5,10-Pentadecadien-1-ol",0.930021359,-0.104664245,0.688609418,0.162431609,unchanged
Dihydrodioscorine,0.92972772,-0.105119824,0.855364871,0.050354917,unchanged
"(3beta,17alpha,23S)-17,23-Epoxy-3,28,29-trihydroxy-27-norlanost-8-en-24-one",0.929274741,-0.105822902,0.053393577,0.912244548,unchanged
"3a,7a,12a-Trihydroxy-5b-cholestan-26-al",0.929223572,-0.105902342,0.389791487,0.456952351,unchanged
Tetraphyllin B,0.929027655,-0.106206552,0.580701757,0.226223363,unchanged
Glutaminyl-Glutamine,0.928883803,-0.106429958,0.053991028,0.926452156,unchanged
Cytosine,0.928527922,-0.1069828,0.141800151,0.694325057,unchanged
Trihexosylceramide (d18:1/20:0),0.928156252,-0.107560395,0.132273968,0.686927017,unchanged
Kuwanon J,0.927635073,-0.108370727,0.914310946,0.073353899,unchanged
"(3beta,22R,23R,24S)-3,22,23-Trihydroxystigmastan-6-one",0.92690024,-0.109514021,0.175468438,0.63603391,unchanged
L-Homocysteic acid,0.926803594,-0.109664457,0.142579227,0.695550596,unchanged
Thymine glycol,0.926124501,-0.110721943,0.620056608,0.273612542,unchanged
6-hydroxychlorzoxazone,0.925973204,-0.11095765,0.08388183,0.856741314,unchanged
11-Hydroxyeicosatetraenoate glyceryl ester,0.925764792,-0.111282399,0.057134547,0.900668266,unchanged
6-pentadecyl Salicylic Acid,0.925747337,-0.111309601,0.22806391,0.63058044,unchanged
MG(0:0/18:1(11Z)/0:0),0.925680094,-0.111414396,0.101112886,0.804709466,unchanged
4-Hydroxy-5-(3'-hydroxyphenyl)-valeric acid-3'-O-sulphate,0.925132933,-0.112267412,0.670947752,0.240470166,unchanged
Asparaginyl-Glutamine,0.924601437,-0.113096491,0.096602666,0.820131823,unchanged
"Estrone-3,4-quinone",0.924484073,-0.11327963,0.269596451,0.520883494,unchanged
Finasteride,0.923105559,-0.115432463,0.708543784,0.179433442,unchanged
Pyridoxaminium(1+),0.923028338,-0.115553154,0.02780603,1.041011496,unchanged
()-2-Methylthiazolidine,0.922453677,-0.11645163,0.638713891,0.265052254,unchanged
Rutin,0.921560474,-0.117849255,0.351060901,0.522367492,unchanged
"2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one",0.920999963,-0.118726996,0.060028227,0.915823709,unchanged
"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,1 6,19-Docosahexaenoic acid",0.920279231,-0.119856426,0.240300759,0.611378889,unchanged
"(2E,4Z,7Z)-2,4,7-Tridecatrienal",0.919488977,-0.121095815,0.682089508,0.228151865,unchanged
"2,3-Butanediol glucoside",0.919371979,-0.121279398,0.457671739,0.347916179,unchanged
"6,8-Pentacosanedione",0.918260208,-0.123025066,0.112245972,0.787270829,unchanged
5-Hydroxybuspirone,0.917840699,-0.123684315,0.09045066,0.841169098,unchanged
Ethyl 2-pyrrolecarboxylate,0.917618632,-0.124033409,0.69098835,0.218641316,unchanged
beta-Doradecin,0.917560457,-0.124124877,0.194534032,0.59922566,unchanged
Indoleacetaldehyde,0.917161608,-0.124752129,0.314197467,0.538555325,unchanged
Acetyl adenylate,0.916933032,-0.125111725,0.175072538,0.691254908,unchanged
Dehydrovomifoliol,0.916924816,-0.125124651,0.051916142,0.913537433,unchanged
2-Hydroxy-3-methylpentanoic acid,0.916896109,-0.12516982,0.311887803,0.519486109,unchanged
N4-Acetylcytidine,0.916425715,-0.125910153,0.440992609,0.399585641,unchanged
Glucosylceramide (d18:1/16:0),0.916151237,-0.12634232,0.57746967,0.271091806,unchanged
Hexadecanedioic acid mono-L-carnitine ester,0.915674469,-0.127093297,0.531244264,0.283714596,unchanged
Aminocaproic acid,0.915450081,-0.127446876,0.15145818,0.687014285,unchanged
Dioctyl Phthalate,0.915131269,-0.127949393,0.092758456,0.814725491,unchanged
Isovestitol,0.914505179,-0.128936755,0.735563526,0.193658921,unchanged
Schleichol 1,0.914476113,-0.12898261,0.173070149,0.674755623,unchanged
Arachidonic Acid (peroxide free),0.914019426,-0.129703267,0.231255997,0.546451535,unchanged
Pyranodelphinin A,0.913464756,-0.130579029,0.270509987,0.559866409,unchanged
5-Acetoxydihydrotheaespirane,0.913033392,-0.131260471,0.093474719,0.835099178,unchanged
"PS(DiMe(9,3)/MonoMe(11,3))",0.913013584,-0.13129177,0.340772014,0.421001412,unchanged
Tetracosatetraenoic acid (24:4n-6),0.912981455,-0.131342538,0.034860911,0.969779933,unchanged
"8beta-Angeloyloxy-15-hydroxy-1alpha,10R-dimethoxy-3-oxo-11(13)-germacren-12,6alpha-olide",0.912575636,-0.131983957,0.475198597,0.346198017,unchanged
Nicotinic acid mononucleotide,0.912240228,-0.132514303,0.032424603,1.013582559,unchanged
Sitaxentan,0.911926671,-0.133010275,0.042058867,0.984495877,unchanged
Kelampayoside A,0.911913652,-0.133030871,0.599608844,0.260109908,unchanged
Styrene,0.91088833,-0.134653896,0.029053898,0.969408271,unchanged
Propynoic acid,0.910203758,-0.135738553,0.726688159,0.198554516,unchanged
5-phosphonooxy-L-lysine,0.910091339,-0.135916749,0.295582035,0.558558044,unchanged
Herculin,0.90993534,-0.136164063,0.172861139,0.677328388,unchanged
"2,4,12-Octadecatrienoic acid piperidide",0.90992097,-0.136186848,0.577098252,0.255620362,unchanged
Methotrexate,0.909858642,-0.136285674,0.152679408,0.68225301,unchanged
Ketamine,0.909629462,-0.136649112,0.03342362,1.01118537,unchanged
Lucidenic acid L,0.909493314,-0.136865063,0.01018859,1.172986781,unchanged
Demethylcitalopram,0.909329963,-0.137124204,0.141682173,0.706003434,unchanged
5-Dehydroavenasterol,0.909266653,-0.137224651,0.77953404,0.136950433,unchanged
DG(14:1n5/0:0/18:2n6),0.909129019,-0.137443046,0.011691867,1.155623488,unchanged
Indolylacryloylglycine,0.908524943,-0.138401971,0.046457823,0.955638923,unchanged
Mepenzolate,0.907758595,-0.13961941,0.234384783,0.569343282,unchanged
[8]-Paradol,0.906965445,-0.140880508,0.64148114,0.257845198,unchanged
Apiosylglucosyl 4-hydroxybenzoate,0.906690758,-0.141317515,0.460220563,0.405311453,unchanged
Glutethimide,0.906678512,-0.141337001,0.135313854,0.703359699,unchanged
Sulfathiazole,0.906138886,-0.142195903,0.028109224,1.037151276,unchanged
Phytosphingosine,0.905727958,-0.142850304,0.462321585,0.321684119,unchanged
Triton X 100,0.905286442,-0.143553746,0.035130383,0.974166237,unchanged
Lomustine,0.903338624,-0.1466612,0.276298864,0.547363753,unchanged
"(3b,16a,20R)-3,16,20,22,25-Pentahydroxy-5-cucurbiten-11-one 3-[rhamnosyl-(1->4)-[glucosyl-(1->6)]-glucoside]",0.90212954,-0.148593485,0.450716784,0.389343914,unchanged
N-(5-Methyl-3-oxohexyl)alanine,0.901974411,-0.14884159,0.395689001,0.385301113,unchanged
Nonadecanoic acid,0.901956351,-0.148870477,0.390190153,0.459892099,unchanged
Tyrosine methylester,0.901899599,-0.148961257,0.682718033,0.194912885,unchanged
Pterosin N,0.901767123,-0.149173183,0.068256021,0.857571934,unchanged
12b-Hydroxy-5b-cholanoic acid,0.901250552,-0.149999857,0.032840054,0.997503772,unchanged
Furanogermenone,0.899754308,-0.152396991,0.407784055,0.382159144,unchanged
N-desmethylmirtazapine,0.899690184,-0.152499812,0.093996843,0.802876213,unchanged
"8,9-DiHETrE",0.899667282,-0.152536536,0.083853086,0.850857615,unchanged
L-Cysteinylglycine disulfide,0.899059409,-0.153511645,0.023830231,1.069823691,unchanged
"1,2,4-Tris(methylene)cyclohexane",0.898934438,-0.153712196,0.033776827,0.984491636,unchanged
gamma-Carboxyglutamic acid,0.89874229,-0.154020606,0.730679585,0.166599043,unchanged
"7,8-Dihydrovomifoliol 9-[apiosyl-(1->6)-glucoside]",0.898717751,-0.154059997,0.495953562,0.318281292,unchanged
Glucosylceramide (d18:1/12:0),0.898662083,-0.154149363,0.711632869,0.180988787,unchanged
Normeperidine,0.898286577,-0.154752319,0.601618723,0.272063502,unchanged
Gibberellin A3,0.89818627,-0.154913426,0.069925247,0.868184885,unchanged
Pseudomonine,0.897577831,-0.15589105,0.096820492,0.807446828,unchanged
3-Methylcrotonyl-CoA,0.897544598,-0.155944468,0.290580166,0.529186591,unchanged
Schleicherastatin 5,0.897498628,-0.156018362,0.439423742,0.36308358,unchanged
"MG(0:0/20:3(11Z,14Z,17Z)/0:0)",0.897443073,-0.156107667,0.472771811,0.334468845,unchanged
Dihomo-gamma-Linolenoyl ethanolamide,0.897385347,-0.156200469,0.050803465,0.933037538,unchanged
"1,8-Octanedithiol",0.896399835,-0.157785712,0.236930849,0.594984965,unchanged
Lysyl-Glutamine,0.89610981,-0.158252563,0.494576243,0.301049352,unchanged
"(25R)-3beta,4beta-dihydroxycholest-5-en-26-oate(1-)",0.895761357,-0.158813666,0.509586413,0.304928026,unchanged
"5-Acetyl-2,4-dimethylthiazole",0.895632934,-0.159020515,0.026558258,1.015596739,unchanged
Cysteinyl-Asparagine,0.895616219,-0.15904744,0.16906069,0.642059982,unchanged
"(2'E,4'Z,7'Z,8E)-Colnelenic acid",0.895264975,-0.15961335,0.339268575,0.437657078,unchanged
2-Nonenal,0.894707451,-0.160512063,0.008626763,1.204315134,unchanged
4-Hydroxy-3-prenylbenzoic acid glucoside,0.89414592,-0.161417804,0.03687873,0.993968507,unchanged
Rimexolone,0.89393338,-0.161760775,0.146581591,0.694861556,unchanged
Xanthotoxol glucoside,0.893484013,-0.16248618,0.105687257,0.791550505,unchanged
N-acetyl-5-aminosalicylic acid,0.893269102,-0.162833235,0.366553464,0.470148798,unchanged
4-Phenyl-3-buten-2-ol,0.892904661,-0.163421953,0.291815846,0.483250419,unchanged
Delphinidin 3-glucoside,0.892863358,-0.163488689,0.183284688,0.614971427,unchanged
Ethylphosphate,0.892822336,-0.163554976,0.007872221,1.175824601,unchanged
Artemoin A,0.892684733,-0.163777342,0.502945126,0.292298951,unchanged
LysoPE(0:0/18:0),0.891796871,-0.165212957,0.4769567,0.361013276,unchanged
4-Ipomeanol,0.891688253,-0.165388683,0.155291108,0.721418168,unchanged
()-(E)-3-Methyl-4-decen-1-ol,0.89071644,-0.166961873,0.422963427,0.414228191,unchanged
Caproic acid,0.890665022,-0.167045158,0.24862258,0.575079865,unchanged
L-Valine,0.890612487,-0.167130256,0.086971983,0.847282048,unchanged
Indoxyl sulfate,0.889917898,-0.168255853,0.550495461,0.326132828,unchanged
Lucyoside Q,0.889714403,-0.168585787,0.529384919,0.272596221,unchanged
Humuladienone,0.889668771,-0.168659783,0.140993575,0.654266896,unchanged
"(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one",0.889178078,-0.169455715,0.736006364,0.205393633,unchanged
Physagulin E,0.889037027,-0.169684589,0.019553435,1.042594067,unchanged
Glucosinalbin 4-(4-acetylrhamnoside),0.888829905,-0.170020737,0.035225089,1.021867809,unchanged
Nicotinate D-ribonucleotide,0.888337046,-0.170820938,0.015739159,1.123878089,unchanged
Iprobenfos,0.888226849,-0.170999914,0.458509298,0.361930475,unchanged
"15-Hydroxynorandrostene-3,17-dione glucuronide",0.888183204,-0.171070805,0.661221411,0.20190096,unchanged
Tetrahydrodeoxycorticosterone,0.887351959,-0.172421646,0.545204745,0.263605879,unchanged
N-Acetylserotonin sulfate,0.886665287,-0.173538499,0.270818307,0.597334132,unchanged
norzolmitripan,0.886659351,-0.173548158,0.316527973,0.492552927,unchanged
Marmelolactone A,0.886272121,-0.174178363,0.00097529,1.379557646,unchanged
Gingerglycolipid A,0.886264377,-0.174190969,0.197158254,0.617290283,unchanged
Cinnamaldehyde,0.886115122,-0.174433953,0.132092028,0.760211264,unchanged
Amyl 2-furoate,0.886070106,-0.174507245,0.074988845,0.792118146,unchanged
Benzaldehyde,0.885343035,-0.175691545,0.113323545,0.798959266,unchanged
PGF2a ethanolamide,0.884778345,-0.176612019,0.881035049,0.077123679,unchanged
Raphanusamic acid,0.884666247,-0.176794815,0.200574477,0.596915613,unchanged
2-Pyrroloylglycine,0.884618676,-0.176872395,0.050946313,0.925721649,unchanged
"3-(L-Menthoxy)-2-methylpropane-1,2-diol",0.88448939,-0.177083258,0.638531482,0.202238382,unchanged
Harderoporphyrinogen,0.884431332,-0.17717796,0.633061044,0.178860832,unchanged
arabinofuranosylguanine,0.884093091,-0.177729808,0.762439088,0.167018235,unchanged
"PE(14:0/18:3(9Z,12Z,15Z))",0.88395117,-0.177961418,0.276912369,0.542771235,unchanged
Thiodiglycol,0.88380093,-0.178206646,0.52725169,0.311097647,unchanged
Gibberellin A38,0.882817298,-0.179813197,0.004526921,1.248580259,unchanged
"(2E,11Z)-Wyerone acid",0.882772638,-0.179886182,0.127536405,0.730225128,unchanged
Acetyl tributyl citrate,0.882640283,-0.180102503,0.015502263,1.122468787,unchanged
2-Hydroxyestrone sulfate,0.882593381,-0.180179168,0.446770219,0.347889058,unchanged
cis-Acetylacrylate,0.882379866,-0.180528224,0.004284281,1.241930678,unchanged
Lamivudine,0.882110126,-0.180969317,0.526853455,0.333827251,unchanged
Ginsenoyne M,0.882018412,-0.181119323,0.719417144,0.148961468,unchanged
Norepinephrine sulfate,0.881645769,-0.181728974,0.255659784,0.534440278,unchanged
Threoninyl-Serine,0.881528311,-0.181921191,0.012140002,1.137568354,unchanged
N-hexacosanoylglycine,0.881373231,-0.182175015,0.113699934,0.779121398,unchanged
"3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",0.881022522,-0.182749194,0.026869574,0.965292688,unchanged
Guanosine diphosphate,0.88007784,-0.184296963,0.111511352,0.72117,unchanged
5'-Deoxy-5-fluorocytidine,0.87980191,-0.184749362,0.029830232,0.997551946,unchanged
"Adenosine 2',3'-cyclic phosphate",0.877536172,-0.1884695,0.471710015,0.366626094,unchanged
3-(2-Furanylmethyl)-1H-pyrrole,0.877251705,-0.188937248,0.131859995,0.760358943,unchanged
Estrone sulfate,0.877234699,-0.188965216,0.010710044,1.142065185,unchanged
Filfiline,0.877226582,-0.188978565,0.050264006,0.949018692,unchanged
Obtusilactone A,0.876747443,-0.189766777,0.023917324,1.024935595,unchanged
Aspartyl-Isoleucine,0.876696926,-0.189849905,0.118980618,0.782026567,unchanged
"2,3-Dihydrobenzofuran",0.876175484,-0.190708247,0.069902298,0.896580921,unchanged
Isoacitretin,0.875877272,-0.191199362,0.089450705,0.773740508,unchanged
Exalamide,0.875578814,-0.191691048,0.409711202,0.387084539,unchanged
Hydroxyminaline,0.875394206,-0.191995259,0.006571164,1.226271447,unchanged
Demethylphylloquinone,0.875160771,-0.192380024,0.274409642,0.557420833,unchanged
Pentyl glucosinolate,0.875043674,-0.192573071,0.247342149,0.557207001,unchanged
Melamine,0.87488993,-0.192826572,0.172496775,0.676921435,unchanged
Tetracosahexaenoic acid,0.874434548,-0.193577693,0.539169297,0.28398454,unchanged
Cryptotanshinone,0.87437172,-0.193681354,0.001254481,1.390959085,unchanged
Glucosyl passiflorate,0.87402778,-0.19424896,0.027981995,1.013166285,unchanged
11-beta-Hydroxyandrosterone-3-glucuronide,0.87395458,-0.194369792,0.446781013,0.350598522,unchanged
N2-Galacturonyl-L-lysine,0.873531769,-0.195067922,0.290808137,0.520464746,unchanged
Torvoside G,0.873125287,-0.19573941,0.640651409,0.19047391,unchanged
Dirithromycin,0.872527064,-0.196728213,0.386030636,0.454098612,unchanged
Tridihexethyl,0.872177261,-0.197306717,0.430647886,0.385780115,unchanged
"Quinoline-4,8-diol",0.87211188,-0.19741487,0.413410762,0.409890965,unchanged
"(all-E)-1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one",0.871899834,-0.19776569,0.001286369,1.392069645,unchanged
Linoleic acid,0.871644859,-0.198187649,0.315559642,0.509975831,unchanged
Taurocholic acid 3-sulfate,0.871506581,-0.198416536,0.003825927,1.244627791,unchanged
1-(9Z-tetradecenoyl)-glycero-3-phosphate,0.871157096,-0.198995192,0.55382282,0.265130852,unchanged
Ganolucidic acid B,0.871063409,-0.199150352,0.100939432,0.741813678,unchanged
Hexyl 2-furoate,0.870124522,-0.200706218,0.208314718,0.58266769,unchanged
Cucurbitacin I 2-glucoside,0.869695058,-0.201418459,0.005428808,1.180672518,unchanged
N-Methylschinifoline,0.86904435,-0.202498291,0.00102843,1.400378655,unchanged
Tri-N-acetylchitotriose,0.868120608,-0.204032605,0.096828676,0.805613059,unchanged
L-Thyroxine,0.868004119,-0.204226207,0.184289666,0.624517717,unchanged
Nopalinic acid,0.867483421,-0.20509191,0.001841857,1.382685718,unchanged
17-beta-Estradiol-3-glucuronide,0.867376319,-0.205270039,0.017325856,1.113877298,unchanged
Pyroglutamic acid,0.867168211,-0.205616224,0.018259395,1.083946797,unchanged
Hovenidulcigenin B,0.866618443,-0.206531155,0.09557517,0.758624212,unchanged
"2,2-Dimethyl Succinic acid",0.8665777,-0.206598983,0.001482407,1.414209803,unchanged
Nystatin,0.866295624,-0.207068665,0.332878239,0.486425099,unchanged
13-Heptadecyn-1-ol,0.865737572,-0.207998324,0.001805823,1.369204563,unchanged
2'-Deoxyinosine triphosphate,0.865515853,-0.20836785,0.094530373,0.828108976,unchanged
3-Methyl-5-pentyl-2-furannonanoic acid,0.864764897,-0.209620134,0.005575057,1.231775602,unchanged
"5-Heptadecyl-1,3-benzenediol",0.864479117,-0.210096981,0.0751318,0.848512678,unchanged
"Methyl (2E,6Z)-dodecadienoate",0.86424325,-0.210490665,0.220837858,0.562136219,unchanged
"12,15-epoxy-13-methyleicosa-12,14-dienoic acid",0.863721537,-0.21136183,0.00327258,1.310916285,unchanged
Manghaslin,0.863623065,-0.211526321,0.367191434,0.455797415,unchanged
(S)-Bilobanone,0.863317694,-0.212036537,0.019175629,1.058545399,unchanged
Venlafaxine,0.863163244,-0.212294663,0.354303532,0.428197923,unchanged
Nicotinate D-ribonucleoside,0.862566512,-0.213292389,0.184960864,0.630508232,unchanged
(S)-5-Diphosphomevalonic acid,0.861543894,-0.215003794,0.002042049,1.347634415,unchanged
L-Agaritine,0.86111024,-0.21573015,0.749018764,0.161019599,unchanged
Doripenem,0.860795733,-0.216257169,0.056168422,0.943054365,unchanged
Hemsloside Ma 2,0.860698425,-0.216420266,0.040812359,0.924578209,unchanged
Lysyl-Glutamate,0.860560592,-0.216651319,0.007869693,1.22437446,unchanged
