x,norm_foldChange,logFC,pvalue,pvalue.adj.FDR,State
Ctbp1,1.217725883,0.284189411,3.53E-14,2.06E-13,up
Zc3hc1,1.216703541,0.282977687,0.004400615,0.010738,up
Bcam,1.216678328,0.282947791,8.42E-12,4.22E-11,up
Chkb,1.215403822,0.281435733,0.006055102,0.014462936,up
Rps14,1.214811899,0.280732944,0,0,up
Slc18a2,1.21360136,0.279294607,0.004235312,0.010358919,up
Lsm7,1.21175258,0.277095155,3.22E-15,1.99E-14,up
Lyz2,1.211120825,0.2763428,1.59E-12,8.35E-12,up
Npm3,1.211063965,0.276275066,4.12E-06,1.39E-05,up
Idh1,1.2103703,0.275448492,0,0,up
Rgs2,1.209059106,0.273884774,0.000112286,0.000328199,up
Gt(ROSA)26Sor,1.207933032,0.272540474,0.00990405,0.02296588,up
Rnf128,1.206076506,0.270321426,0.001938571,0.004952707,up
Maf1,1.205901928,0.270112583,6.86E-12,3.46E-11,up
Syap1,1.205880399,0.270086825,1.38E-06,4.86E-06,up
Mpzl1,1.205852419,0.270053351,1.20E-05,3.86E-05,up
Pld3,1.205018597,0.269055412,0,0,up
Rps23,1.204550512,0.268494893,0,0,up
Copz1,1.204046695,0.267891343,9.65E-05,0.000284445,up
Cks2,1.200832178,0.264034541,3.33E-07,1.23E-06,up
Phb,1.197034425,0.259464643,5.04E-09,2.12E-08,up
Foxo1,1.196320467,0.258603907,0.01365471,0.03092004,up
Rpl22l1,1.194797197,0.256765758,0,0,up
Uqcrc1,1.194100881,0.255924724,0,0,up
Atp6ap1,1.193696775,0.255436408,4.71E-05,0.000143521,up
Tmem106c,1.192235138,0.253668799,0.008476836,0.019819024,up
Ring1,1.192026578,0.253416403,9.31E-05,0.000274969,up
Anapc13,1.191428939,0.252692907,2.74E-13,1.52E-12,up
Ide,1.190681475,0.251787522,0.000628312,0.001693591,up
Gm26917,1.189804776,0.250724874,8.76E-05,0.000259681,up
Gm17197,13.42325581,3.746662735,0.130398885,0.240360673,NA
Gm46212,13.42325581,3.746662735,0.130396844,0.240360673,NA
AA645442,13.42325581,3.746662735,0.130395957,0.240360673,NA
Pramel3,11.50564784,3.524270314,0.227396248,0.389675795,NA
C130026L21Rik,11.50564784,3.524270314,0.227395568,0.389675795,NA
Cfb,11.50564784,3.524270314,0.227386706,0.389675795,NA
Pdzph1,11.50564784,3.524270314,0.2273867,0.389675795,NA
Disp2,11.50564784,3.524270314,0.046846983,0.096313346,NA
AC166344.1,11.50564784,3.524270314,0.046846495,0.096313346,NA
Cela2a,11.50564784,3.524270314,0.046843917,0.096313346,NA
4833403J16Rik,11.50564784,3.524270314,0.046843644,0.096313346,NA
Gm46332,10.54684385,3.398739431,0.046375794,0.095394193,NA
Lipo2,9.588039867,3.261235908,0.279456144,0.459878665,NA
Bco2,9.588039867,3.261235908,0.104580945,0.198316,NA
Rhox2b,9.588039867,3.261235908,0.104567435,0.198316,NA
Rhox2d,8.62923588,3.109232814,0.103110512,0.195820626,NA
Gm38392,7.670431894,2.939307813,0.426308412,0.650712423,NA
1700008K24Rik,7.670431894,2.939307813,0.42630571,0.650712423,NA
Ces5a,7.670431894,2.939307813,0.4263049,0.650712423,NA
Gm43803,7.670431894,2.939307813,0.426304541,0.650712423,NA
Gm44739,7.670431894,2.939307813,0.426302329,0.650712423,NA
Gm47561,7.670431894,2.939307813,0.426300887,0.650712423,NA
Rubcnl,7.670431894,2.939307813,0.426300176,0.650712423,NA
1700012B09Rik,7.670431894,2.939307813,0.426294218,0.650712423,NA
Nlrc4,7.670431894,2.939307813,0.426293781,0.650712423,NA
Gm13012,7.670431894,2.939307813,0.426292651,0.650712423,NA
Ccdc83,7.670431894,2.939307813,0.42629166,0.650712423,NA
Il12a,7.670431894,2.939307813,0.426291298,0.650712423,NA
Gm47545,7.670431894,2.939307813,0.220750966,0.380325345,NA
Btbd16,7.670431894,2.939307813,0.22075073,0.380325345,NA
Trbc2,7.670431894,2.939307813,0.22074846,0.380325345,NA
Dmrta2os,7.670431894,2.939307813,0.220747538,0.380325345,NA
Cntn2,7.670431894,2.939307813,0.220744814,0.380325345,NA
Speer4f2,7.670431894,2.939307813,0.220739105,0.380325345,NA
Myo1f,7.670431894,2.939307813,0.134672553,0.247500226,NA
Gm47938,7.1910299,2.846198408,0.031392987,0.066927046,NA
C230088H06Rik,6.711627907,2.746662735,0.216150393,0.37350516,NA
Gm34225,6.711627907,2.746662735,0.089676942,0.173342707,NA
Gm36595,6.711627907,2.746662735,0.067261388,0.134115993,NA
Syt17,6.392026578,2.676273407,0.219867387,0.37913325,NA
Spata22,6.392026578,2.676273407,0.219850277,0.37913325,NA
1200007C13Rik,6.392026578,2.676273407,0.061875854,0.124244525,NA
4931440F15Rik,6.232225914,2.639747531,0.066385579,0.132516601,NA
Gm10306,6.136345515,2.617379718,0.07125167,0.141274986,NA
Prdm13,5.75282392,2.524270314,0.557733204,0.773762413,NA
Olfr1152,5.75282392,2.524270314,0.557732829,0.773762413,NA
Tfap2e,5.75282392,2.524270314,0.55773044,0.773762413,NA
Gm49355,5.75282392,2.524270314,0.428824096,0.653485147,NA
Gm11899,5.75282392,2.524270314,0.428822244,0.653485147,NA
Dnah11,5.75282392,2.524270314,0.42882147,0.653485147,NA
Gm11549,5.75282392,2.524270314,0.428816647,0.653485147,NA
Ghrl,5.75282392,2.524270314,0.42881509,0.653485147,NA
Gm36816,5.75282392,2.524270314,0.42881033,0.653485147,NA
Glt6d1,5.75282392,2.524270314,0.428808391,0.653485147,NA
Erich2os,5.75282392,2.524270314,0.428802607,0.653485147,NA
Gm37662,5.75282392,2.524270314,0.428801666,0.653485147,NA
Cxcl2,5.75282392,2.524270314,0.428800001,0.653485147,NA
Gm3898,5.75282392,2.524270314,0.428798344,0.653485147,NA
Tbx19,5.75282392,2.524270314,0.428797171,0.653485147,NA
Zap70,5.75282392,2.524270314,0.428794167,0.653485147,NA
Plac8l1,5.75282392,2.524270314,0.428794119,0.653485147,NA
Lif,5.75282392,2.524270314,0.242936063,0.406923048,NA
Sell,5.75282392,2.524270314,0.198378637,0.346641304,NA
Als2cr12,5.75282392,2.524270314,0.136201523,0.250145916,NA
BC024139,5.478879924,2.453880986,0.02406311,0.052470947,NA
Shc3,5.369302326,2.42473464,0.07869042,0.154548417,NA
Gm11261,5.204935928,2.379880404,0.04370296,0.090403844,NA
Fdx1l,5.204935928,2.379880404,0.043698109,0.090403263,NA
Lrch4,5.113621262,2.354345312,0.393643555,0.609745267,NA
Apoh,5.113621262,2.354345312,0.393639005,0.609745267,NA
Ptpn22,5.113621262,2.354345312,0.393625882,0.609745267,NA
Gm4961,5.113621262,2.354345312,0.079334141,0.155693252,NA
Gm15507,5.113621262,2.354345312,0.079330347,0.155693252,NA
1700028I16Rik,4.985780731,2.317819436,0.145400857,0.265294203,NA
Mmp10,4.90055371,2.292944767,0.279702622,0.460245989,NA
Musk,4.794019934,2.261235908,0.702499535,0.887977368,NA
Gm26801,4.794019934,2.261235908,0.414153838,0.635642115,NA
Gm14798,4.794019934,2.261235908,0.414149877,0.635642115,NA
Wfdc17,4.794019934,2.261235908,0.290844149,0.47620253,NA
Gm14272,4.794019934,2.261235908,0.259590498,0.431487533,NA
Platr27,4.794019934,2.261235908,0.259588039,0.431487533,NA
9430041J12Rik,4.794019934,2.261235908,0.259584881,0.431487533,NA
CR974586.5,4.602259136,2.202342219,0.150425267,0.273327146,NA
Ear2,4.474418605,2.161700234,0.435962336,0.662617366,NA
Ifi205,4.474418605,2.161700234,0.341419808,0.541400132,NA
4933425L06Rik,4.474418605,2.161700234,0.198311204,0.346554084,NA
Tmem45a2,4.474418605,2.161700234,0.15082582,0.274004627,NA
Gm13807,4.474418605,2.161700234,0.150824098,0.274004627,NA
Rnf39,4.474418605,2.161700234,0.122524699,0.227094874,NA
Hsd3b6,4.474418605,2.161700234,0.078409902,0.154047539,NA
Gm44066,4.474418605,2.161700234,0.042076419,0.087395604,NA
Atg9b,4.31461794,2.109232814,0.368718258,0.577147062,NA
Dleu7,4.31461794,2.109232814,0.350541448,0.553248039,NA
Gm4926,4.31461794,2.109232814,0.253759602,0.422939796,NA
Gm19583,4.31461794,2.109232814,0.253757245,0.422939796,NA
9330121J05Rik,4.31461794,2.109232814,0.122640828,0.227267528,NA
Tifab,4.218737542,2.076811337,0.249294237,0.416339264,NA
Ttc23l,4.218737542,2.076811337,0.047923734,0.098383905,NA
Gm10479,4.154817276,2.05478503,0.148260744,0.269914784,NA
Rhox2c,4.048283499,2.017310325,0.134703496,0.247511106,NA
Ltb4r1,4.026976744,2.009697141,0.087062383,0.168618374,NA
Galnt3,4.009543944,2.00343815,0.048520122,0.099484355,NA
Ccdc184,3.835215947,1.939307813,0.728138584,0.908551967,NA
Gm15976,3.835215947,1.939307813,0.728131518,0.908551967,NA
Gm19299,3.835215947,1.939307813,0.728131357,0.908551967,NA
Olfr857,3.835215947,1.939307813,0.728131174,0.908551967,NA
Gm16549,3.835215947,1.939307813,0.728127139,0.908551967,NA
Gm11508,3.835215947,1.939307813,0.728125319,0.908551967,NA
Gm20618,3.835215947,1.939307813,0.728124899,0.908551967,NA
B230112J18Rik,3.835215947,1.939307813,0.728124438,0.908551967,NA
Gm28959,3.835215947,1.939307813,0.728123533,0.908551967,NA
Gm20716,3.835215947,1.939307813,0.728123253,0.908551967,NA
7630403G23Rik,3.835215947,1.939307813,0.728121255,0.908551967,NA
Hlx,3.835215947,1.939307813,0.72812108,0.908551967,NA
Cd4,3.835215947,1.939307813,0.728120429,0.908551967,NA
Gm47461,3.835215947,1.939307813,0.728119525,0.908551967,NA
Tmem229a,3.835215947,1.939307813,0.728119406,0.908551967,NA
Aurkc,3.835215947,1.939307813,0.728119208,0.908551967,NA
D030034A15Rik,3.835215947,1.939307813,0.728117993,0.908551967,NA
Ccl9,3.835215947,1.939307813,0.728117993,0.908551967,NA
Ip6k3,3.835215947,1.939307813,0.728117099,0.908551967,NA
Gm29328,3.835215947,1.939307813,0.728116274,0.908551967,NA
Gm48393,3.835215947,1.939307813,0.728116141,0.908551967,NA
4930563M21Rik,3.835215947,1.939307813,0.728115794,0.908551967,NA
Gm32742,3.835215947,1.939307813,0.728112817,0.908551967,NA
Omt2a,3.835215947,1.939307813,0.728112027,0.908551967,NA
Prg3,3.835215947,1.939307813,0.728111725,0.908551967,NA
Gm47077,3.835215947,1.939307813,0.728111634,0.908551967,NA
AC132444.6,3.835215947,1.939307813,0.728111284,0.908551967,NA
1700001C02Rik,3.835215947,1.939307813,0.728110806,0.908551967,NA
Cldn34b1,3.835215947,1.939307813,0.728110665,0.908551967,NA
Pgpep1l,3.835215947,1.939307813,0.728110509,0.908551967,NA
Meikin,3.835215947,1.939307813,0.728110463,0.908551967,NA
Evx1,3.835215947,1.939307813,0.728109194,0.908551967,NA
Sytl3,3.835215947,1.939307813,0.72810786,0.908551967,NA
Ntsr1,3.835215947,1.939307813,0.728107204,0.908551967,NA
Gm13465,3.835215947,1.939307813,0.728106607,0.908551967,NA
Slc22a13,3.835215947,1.939307813,0.728105087,0.908551967,NA
Wnt8a,3.835215947,1.939307813,0.728104372,0.908551967,NA
A730090N16Rik,3.835215947,1.939307813,0.728103989,0.908551967,NA
Gm5136,3.835215947,1.939307813,0.728103564,0.908551967,NA
Gm45069,3.835215947,1.939307813,0.728101904,0.908551967,NA
Dlx5,3.835215947,1.939307813,0.728099657,0.908551967,NA
Gm40621,3.835215947,1.939307813,0.728097878,0.908551967,NA
Treh,3.835215947,1.939307813,0.728097334,0.908551967,NA
Dkk2,3.835215947,1.939307813,0.728095309,0.908551967,NA
Gm45708,3.835215947,1.939307813,0.728094385,0.908551967,NA
Fam3b,3.835215947,1.939307813,0.728091091,0.908551967,NA
Slc22a3,3.835215947,1.939307813,0.728089295,0.908551967,NA
Gm47578,3.835215947,1.939307813,0.72808717,0.908551967,NA
Scn4b,3.835215947,1.939307813,0.728084655,0.908551967,NA
Slc22a29,3.835215947,1.939307813,0.728082717,0.908551967,NA
Sptlc3,3.835215947,1.939307813,0.728079877,0.908551967,NA
Gm35454,3.835215947,1.939307813,0.686219997,0.875374762,NA
Gm30551,3.835215947,1.939307813,0.686214665,0.875374762,NA
Kbtbd12,3.835215947,1.939307813,0.686213874,0.875374762,NA
Chst5,3.835215947,1.939307813,0.686212951,0.875374762,NA
Fam227b,3.835215947,1.939307813,0.686212948,0.875374762,NA
Cd300lg,3.835215947,1.939307813,0.686212897,0.875374762,NA
1-Mar,3.835215947,1.939307813,0.686212299,0.875374762,NA
Adap2os,3.835215947,1.939307813,0.686211605,0.875374762,NA
Gm43948,3.835215947,1.939307813,0.68621154,0.875374762,NA
Alox12e,3.835215947,1.939307813,0.686211241,0.875374762,NA
Orm1,3.835215947,1.939307813,0.686211056,0.875374762,NA
Gm9949,3.835215947,1.939307813,0.686210954,0.875374762,NA
Gm45304,3.835215947,1.939307813,0.686210487,0.875374762,NA
Slc14a2,3.835215947,1.939307813,0.686210075,0.875374762,NA
Wdr20rt,3.835215947,1.939307813,0.686210065,0.875374762,NA
Ndst3,3.835215947,1.939307813,0.686208826,0.875374762,NA
Abcc6,3.835215947,1.939307813,0.686208501,0.875374762,NA
Gm37245,3.835215947,1.939307813,0.686208372,0.875374762,NA
Nsg2,3.835215947,1.939307813,0.68620837,0.875374762,NA
Adh4,3.835215947,1.939307813,0.686208317,0.875374762,NA
Gm29480,3.835215947,1.939307813,0.686207989,0.875374762,NA
Igfbp1,3.835215947,1.939307813,0.686207425,0.875374762,NA
Gm26554,3.835215947,1.939307813,0.686207198,0.875374762,NA
Olfr681,3.835215947,1.939307813,0.686207186,0.875374762,NA
Gm6970,3.835215947,1.939307813,0.686207124,0.875374762,NA
D930028M14Rik,3.835215947,1.939307813,0.686206819,0.875374762,NA
D830036C21Rik,3.835215947,1.939307813,0.686206761,0.875374762,NA
Gm38150,3.835215947,1.939307813,0.686206721,0.875374762,NA
Gm37065,3.835215947,1.939307813,0.686206694,0.875374762,NA
1500009C09Rik,3.835215947,1.939307813,0.686206578,0.875374762,NA
2010009K17Rik,3.835215947,1.939307813,0.686206085,0.875374762,NA
Foxe1,3.835215947,1.939307813,0.686205898,0.875374762,NA
Themis2,3.835215947,1.939307813,0.686205725,0.875374762,NA
Agmo,3.835215947,1.939307813,0.686205375,0.875374762,NA
Efcab3,3.835215947,1.939307813,0.686205294,0.875374762,NA
Gm43042,3.835215947,1.939307813,0.686204654,0.875374762,NA
Gm32926,3.835215947,1.939307813,0.686204004,0.875374762,NA
Gm17088,3.835215947,1.939307813,0.686203374,0.875374762,NA
4921536K21Rik,3.835215947,1.939307813,0.686203053,0.875374762,NA
Mir124-2hg,3.835215947,1.939307813,0.63277958,0.836475803,NA
Clec1a,3.835215947,1.939307813,0.632767269,0.836475803,NA
4933428P19Rik,3.835215947,1.939307813,0.63276677,0.836475803,NA
Gm15629,3.835215947,1.939307813,0.632764727,0.836475803,NA
Sncg,3.835215947,1.939307813,0.632756525,0.836475803,NA
Crct1,3.835215947,1.939307813,0.63275539,0.836475803,NA
A130077B15Rik,3.835215947,1.939307813,0.632753811,0.836475803,NA
Gm26619,3.835215947,1.939307813,0.632752644,0.836475803,NA
Gm26851,3.835215947,1.939307813,0.632751817,0.836475803,NA
Icam5,3.835215947,1.939307813,0.632750572,0.836475803,NA
Clcnkb,3.835215947,1.939307813,0.632746354,0.836475803,NA
1810012K16Rik,3.835215947,1.939307813,0.632736413,0.836475803,NA
Gm35248,3.835215947,1.939307813,0.632733741,0.836475803,NA
Gal3st2,3.835215947,1.939307813,0.632733276,0.836475803,NA
Gm13523,3.835215947,1.939307813,0.632728153,0.836475803,NA
A630050E04Rik,3.835215947,1.939307813,0.467070794,0.692406868,NA
Gm36229,3.835215947,1.939307813,0.467061495,0.692406868,NA
Gm20521,3.835215947,1.939307813,0.455668081,0.687508785,NA
AC144408.1,3.835215947,1.939307813,0.455654022,0.687508785,NA
AL732309.1,3.835215947,1.939307813,0.455650507,0.687508785,NA
Hepacam2,3.835215947,1.939307813,0.455644324,0.687508785,NA
Gm32391,3.835215947,1.939307813,0.455625518,0.687508785,NA
Tpsab1,3.835215947,1.939307813,0.414121478,0.635642115,NA
Pld4,3.835215947,1.939307813,0.407416184,0.627111759,NA
Rhox2g,3.835215947,1.939307813,0.396990117,0.61411155,NA
Foxd2,3.835215947,1.939307813,0.396986148,0.61411155,NA
Enthd1,3.835215947,1.939307813,0.396980581,0.61411155,NA
Gm42421,3.835215947,1.939307813,0.396978425,0.61411155,NA
Gm3512,3.835215947,1.939307813,0.270396754,0.446828886,NA
Gm12204,3.835215947,1.939307813,0.270392268,0.446828886,NA
2310031A07Rik,3.835215947,1.939307813,0.233206481,0.39599061,NA
Gm28285,3.835215947,1.939307813,0.208575583,0.361997032,NA
Ttc34,3.835215947,1.939307813,0.155806339,0.281784695,NA
Gm48116,3.835215947,1.939307813,0.045655559,0.094069187,NA
Clec12a,3.660887949,1.872193617,0.087037333,0.168586363,NA
Boll,3.622148394,1.856845653,0.186111767,0.327754204,NA
1700061H18Rik,3.622148394,1.856845653,0.153417743,0.278202383,NA
C730002L08Rik,3.622148394,1.856845653,0.153385236,0.278190435,NA
Tsga10ip,3.59551495,1.846198408,0.027120402,0.058467283,NA
Adgrg3,3.561271951,1.832392609,0.072627947,0.143730096,NA
Gm16630,3.540199336,1.823830595,0.101082851,0.192345225,NA
Rimbp3,3.515614618,1.813776931,0.264646309,0.438829277,NA
Tmc2,3.515614618,1.813776931,0.087875787,0.17007519,NA
Kcnk18,3.515614618,1.813776931,0.041510078,0.08635528,NA
Syce1l,3.451694352,1.787304719,0.44281238,0.671448299,NA
Cdh18,3.451694352,1.787304719,0.146006772,0.26627694,NA
Tmem232,3.409080842,1.769382811,0.247321072,0.413288178,NA
Piwil1,3.409080842,1.769382811,0.154981495,0.280575083,NA
2310003L06Rik,3.39269103,1.762430051,0.085363272,0.165847205,NA
Gm43825,3.355813953,1.746662735,0.568929529,0.785658914,NA
Gm26530,3.355813953,1.746662735,0.568902438,0.785658914,NA
Gm36670,3.355813953,1.746662735,0.441391431,0.669778277,NA
1700003M07Rik,3.355813953,1.746662735,0.441346904,0.669778277,NA
Abca13,3.355813953,1.746662735,0.268248406,0.443909149,NA
Tcp11,3.355813953,1.746662735,0.192839849,0.337978018,NA
Batf,3.355813953,1.746662735,0.145098196,0.264766398,NA
Pcdhb12,3.355813953,1.746662735,0.145080012,0.264757639,NA
Clec5a,3.287327954,1.716915392,0.407600093,0.62728684,NA
Ces1c,3.287327954,1.716915392,0.407580641,0.62728684,NA
Wbp2nl,3.259933555,1.704842559,0.227928775,0.390472926,NA
Sox14,3.259933555,1.704842559,0.226629965,0.388626385,NA
BC035044,3.259933555,1.704842559,0.152738954,0.27712229,NA
Terb2,3.245182724,1.698299713,0.197859818,0.345987227,NA
Gm10800,3.245182724,1.698299713,0.085850152,0.166629485,NA
Zfp42,3.229655534,1.691380299,0.059496489,0.119872214,NA
Fosl1,3.196013289,1.676273407,0.728196162,0.90855733,NA
Gm32569,3.196013289,1.676273407,0.6997046,0.885537327,NA
Gm15943,3.196013289,1.676273407,0.44944592,0.68004736,NA
Grm5,3.196013289,1.676273407,0.203011637,0.353674698,NA
Zglp1,3.196013289,1.676273407,0.058446042,0.117948404,NA
Ttc16,3.128728799,1.64557661,0.070282662,0.139549496,NA
Gm9725,3.116112957,1.639747531,0.262984561,0.43636643,NA
Myh2,3.068172757,1.617379718,0.632311983,0.836475803,NA
Crtac1,3.068172757,1.617379718,0.632299863,0.836475803,NA
Gm5103,3.068172757,1.617379718,0.468991872,0.692406868,NA
Cd48,3.068172757,1.617379718,0.44750974,0.677584207,NA
Dhrs2,3.068172757,1.617379718,0.417169532,0.639675039,NA
1700080O16Rik,3.068172757,1.617379718,0.056185508,0.113669637,NA
Myo15,3.068172757,1.617379718,0.044743289,0.092410914,NA
Adad1,3.036212625,1.602272826,0.042711389,0.088574977,NA
Gm17705,3.027802063,1.598270895,0.065886311,0.131652829,NA
1700020N01Rik,3.013383958,1.591384509,0.428293558,0.653389618,NA
Aknaos,2.982945736,1.576737733,0.390860572,0.606574396,NA
Lgr6,2.982945736,1.576737733,0.387293007,0.601840556,NA
Gm47101,2.982945736,1.576737733,0.14610494,0.266431409,NA
Sarm1,2.950166113,1.56079619,0.200633671,0.35011779,NA
Gm26819,2.940332226,1.555979173,0.136995969,0.251349867,NA
Erich5,2.940332226,1.555979173,0.136992767,0.251349867,NA
Ucma,2.932812195,1.55228469,0.152560326,0.276825204,NA
Pnldc1,2.922069293,1.54699039,0.069003818,0.137299691,NA
Gpr141,2.87641196,1.524270314,0.921566712,0.999994095,NA
Slc44a4,2.87641196,1.524270314,0.921565363,0.999994095,NA
Gm47565,2.87641196,1.524270314,0.711489159,0.8950511,NA
Gm12764,2.87641196,1.524270314,0.711472697,0.8950511,NA
4931409K22Rik,2.87641196,1.524270314,0.711471238,0.8950511,NA
Esrrg,2.87641196,1.524270314,0.711464678,0.8950511,NA
Tnfrsf26,2.87641196,1.524270314,0.711464537,0.8950511,NA
Olfm3,2.87641196,1.524270314,0.71145756,0.8950511,NA
4933404K13Rik,2.87641196,1.524270314,0.71145626,0.8950511,NA
Tmem59l,2.87641196,1.524270314,0.711455547,0.8950511,NA
AL590144.3,2.87641196,1.524270314,0.711453482,0.8950511,NA
Hmx1,2.87641196,1.524270314,0.711452333,0.8950511,NA
F10,2.87641196,1.524270314,0.71145003,0.8950511,NA
AC122413.2,2.87641196,1.524270314,0.711450028,0.8950511,NA
Aldh3b2,2.87641196,1.524270314,0.711447106,0.8950511,NA
Dpy19l2,2.87641196,1.524270314,0.711446385,0.8950511,NA
St6gal2,2.87641196,1.524270314,0.711445473,0.8950511,NA
Gm43666,2.87641196,1.524270314,0.711437763,0.8950511,NA
C330004P14Rik,2.87641196,1.524270314,0.711432489,0.8950511,NA
Gm34045,2.87641196,1.524270314,0.711427826,0.8950511,NA
Slc9a4,2.87641196,1.524270314,0.711406717,0.8950511,NA
Gm10745,2.87641196,1.524270314,0.711401719,0.8950511,NA
Pilrb2,2.87641196,1.524270314,0.680315646,0.872989369,NA
4930444M15Rik,2.87641196,1.524270314,0.680314469,0.872989369,NA
Kremen2,2.87641196,1.524270314,0.680314257,0.872989369,NA
0610040J01Rik,2.87641196,1.524270314,0.680313075,0.872989369,NA
Gm5416,2.87641196,1.524270314,0.680311596,0.872989369,NA
Ctsw,2.87641196,1.524270314,0.680310572,0.872989369,NA
Tas1r1,2.87641196,1.524270314,0.680309423,0.872989369,NA
D630024D03Rik,2.87641196,1.524270314,0.68030852,0.872989369,NA
Abca14,2.87641196,1.524270314,0.680306754,0.872989369,NA
Gm2109,2.87641196,1.524270314,0.680305913,0.872989369,NA
Tlr7,2.87641196,1.524270314,0.680305426,0.872989369,NA
Gm43140,2.87641196,1.524270314,0.672694483,0.866554901,NA
Gm14705,2.87641196,1.524270314,0.672685034,0.866554901,NA
Lrrc25,2.87641196,1.524270314,0.629149493,0.836475803,NA
Pde6g,2.87641196,1.524270314,0.500641826,0.726290453,NA
Crb1,2.87641196,1.524270314,0.431281611,0.656631481,NA
Hsf3,2.87641196,1.524270314,0.388726129,0.6036882,NA
Stox1,2.87641196,1.524270314,0.116428565,0.218084449,NA
Marco,2.812491694,1.491848836,0.190465752,0.334439332,NA
Selplg,2.812491694,1.491848836,0.190441644,0.334426684,NA
Gm595,2.802657807,1.486795608,0.262842894,0.43616795,NA
Yipf7,2.789247961,1.479876194,0.36977748,0.578576139,NA
Dcpp3,2.789247961,1.479876194,0.24947472,0.416570348,NA
Stpg2,2.739439962,1.453880986,0.606614498,0.824462246,NA
Noto,2.739439962,1.453880986,0.606614346,0.824462246,NA
4930558J18Rik,2.739439962,1.453880986,0.531906808,0.758136303,NA
Gm27010,2.739439962,1.453880986,0.427853705,0.652869638,NA
Rdh9,2.739439962,1.453880986,0.297672363,0.486135118,NA
Gm14322,2.695016611,1.430294165,0.025221519,0.054803613,NA
5930422O12Rik,2.684651163,1.42473464,0.67293582,0.866554901,NA
Aipl1,2.684651163,1.42473464,0.672932596,0.866554901,NA
Lcn11,2.684651163,1.42473464,0.672929801,0.866554901,NA
0610040F04Rik,2.684651163,1.42473464,0.67291639,0.866554901,NA
Spdye4b,2.684651163,1.42473464,0.672904131,0.866554901,NA
